airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple Carriers,2019-05-18,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,13727
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,In-flight meal not included,10844
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,7608
Air India,2019-03-15,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No Info,8851
Air India,2019-03-03,Banglore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,11423
Indigo,2019-06-27,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,3943
Multiple Carriers,2019-05-27,Delhi,Cochin,08:00:00,21:00:00,780,1.0,In-flight meal not included,9450
Spicejet,2019-03-09,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No Info,6300
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No Info,8662
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,12557
Air India,2019-03-27,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,2575
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,13014
Indigo,2019-04-12,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4174
Air India,2019-03-24,Banglore,New Delhi,06:55:00,13:20:00,385,1.0,No Info,7932
Air India,2019-05-24,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,10151
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6386
Vistara,2019-03-06,Mumbai,Hyderabad,07:30:00,09:25:00,1555,1.0,No Info,12395
Indigo,2019-04-21,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Indigo,2019-05-18,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Multiple Carriers,2019-05-24,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10529
Air Asia,2019-06-24,Delhi,Cochin,16:45:00,06:35:00,830,1.0,No Info,6752
Indigo,2019-06-01,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,8238
Spicejet,2019-06-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Goair,2019-06-24,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,4692
Vistara,2019-06-27,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-03,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Indigo,2019-04-21,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,7074
Spicejet,2019-06-24,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,5583
Spicejet,2019-05-18,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,8224
Air India,2019-06-24,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,11989
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Jet Airways,2019-05-09,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,11507
Air Asia,2019-05-21,Kolkata,Banglore,22:40:00,10:40:00,720,1.0,No Info,9719
Indigo,2019-05-03,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-18,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,13727
Indigo,2019-03-09,Delhi,Cochin,04:45:00,21:00:00,975,1.0,No Info,10518
Indigo,2019-03-24,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,6038
Spicejet,2019-04-06,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3919
Indigo,2019-03-03,Banglore,New Delhi,13:40:00,18:35:00,295,1.0,No Info,8662
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No Info,12692
Spicejet,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No Info,14388
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,19:00:00,1380,2.0,No Info,14300
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,16:10:00,550,1.0,In-flight meal not included,7832
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,15:15:00,570,1.0,In-flight meal not included,7832
Indigo,2019-06-21,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Indigo,2019-03-21,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4148
Vistara,2019-06-09,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,4878
Spicejet,2019-03-27,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3332
Spicejet,2019-05-15,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3625
Indigo,2019-06-09,Delhi,Cochin,14:20:00,17:35:00,195,0.0,No Info,5601
Spicejet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No check-in baggage included,3807
Jet Airways,2019-06-09,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,8016
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Indigo,2019-05-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,4392
Multiple Carriers,2019-06-03,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,7354
Multiple Carriers,2019-03-09,Delhi,Cochin,02:15:00,12:55:00,640,1.0,In-flight meal not included,18260
Indigo,2019-03-15,Banglore,New Delhi,16:50:00,21:35:00,285,1.0,No Info,10406
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No Info,3847
Air India,2019-05-01,Kolkata,Banglore,17:30:00,13:45:00,1215,2.0,No Info,15164
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,12898
Air India,2019-04-03,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,4441
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,20:20:00,740,1.0,No Info,16736
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Jet Airways,2019-06-03,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,8016
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,12:35:00,825,1.0,In-flight meal not included,10262
Jet Airways,2019-06-27,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,8016
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,20:20:00,1290,1.0,In-flight meal not included,11087
Air India,2019-04-01,Kolkata,Banglore,19:00:00,09:50:00,890,1.0,No Info,4227
Spicejet,2019-04-03,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4611
Air Asia,2019-04-21,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,4483
Jet Airways,2019-05-21,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Indigo,2019-04-03,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4174
Multiple Carriers,2019-06-12,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,6795
Air India,2019-06-03,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,6934
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,14714
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,23:35:00,1720,1.0,No Info,12681
Indigo,2019-03-21,Delhi,Cochin,09:10:00,15:30:00,380,1.0,No Info,9709
Indigo,2019-05-06,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Jet Airways,2019-04-15,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Multiple Carriers,2019-03-27,Delhi,Cochin,08:55:00,21:00:00,725,1.0,No Info,8055
Indigo,2019-03-09,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No Info,4777
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,8529
Indigo,2019-03-09,Delhi,Cochin,05:35:00,10:10:00,275,1.0,No Info,9476
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,12898
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,13587
Indigo,2019-03-09,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,4462
Spicejet,2019-03-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,7298
Air India,2019-04-06,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,4729
Air India,2019-03-24,Kolkata,Banglore,12:00:00,23:15:00,2115,3.0,No Info,14221
Spicejet,2019-06-12,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,7594
Air India,2019-03-06,Delhi,Cochin,09:00:00,07:40:00,1360,1.0,No Info,14882
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No Info,14714
Jet Airways,2019-05-21,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,12898
Spicejet,2019-06-03,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No Info,2753
Jet Airways,2019-06-03,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5769
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Indigo,2019-05-18,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,5780
Spicejet,2019-06-15,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3919
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,No Info,14388
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,10:45:00,1655,1.0,No Info,8452
Indigo,2019-04-27,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Jet Airways,2019-05-01,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,8586
Indigo,2019-03-06,Delhi,Cochin,07:30:00,13:20:00,350,1.0,No Info,13628
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,8610
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,14714
Air India,2019-06-15,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5201
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,No Info,16079
Air India,2019-03-12,Mumbai,Hyderabad,06:00:00,11:55:00,1795,2.0,No Info,12854
Air India,2019-03-03,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,15428
Indigo,2019-03-15,Banglore,New Delhi,14:25:00,19:25:00,300,1.0,No Info,9165
Indigo,2019-03-03,Delhi,Cochin,06:40:00,12:00:00,320,1.0,No Info,9304
Multiple Carriers,2019-06-15,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7005
Air India,2019-03-24,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,4441
Air India,2019-05-06,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,5228
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,No Info,10929
Indigo,2019-04-24,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1.0,No Info,8307
Spicejet,2019-03-21,Banglore,New Delhi,10:20:00,18:15:00,475,1.0,No Info,7139
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,No Info,19225
Multiple Carriers,2019-06-03,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,11200
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,530,1.0,No Info,16092
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,10844
Indigo,2019-03-03,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No Info,6860
Indigo,2019-05-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,5755
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,11507
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,04:25:00,900,2.0,No Info,16704
Jet Airways,2019-04-06,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,5198
Air India,2019-03-27,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,6057
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,8266
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,In-flight meal not included,9314
Air India,2019-04-03,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,5117
Air India,2019-06-24,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,11753
Indigo,2019-05-01,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,4775
Indigo,2019-04-18,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,4591
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,15554
Vistara,2019-05-06,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Air Asia,2019-04-27,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6451
Indigo,2019-05-15,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Indigo,2019-05-09,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,23:35:00,1585,1.0,In-flight meal not included,10844
Air India,2019-05-24,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,15422
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Jet Airways,2019-03-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2470
Indigo,2019-05-27,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,9476
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,In-flight meal not included,7757
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,13014
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,9646
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,13:20:00,560,1.0,No Info,6305
Air India,2019-05-27,Delhi,Cochin,12:20:00,19:15:00,1855,2.0,No Info,12488
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,22:20:00,915,1.0,No Info,6717
Air India,2019-04-01,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,3100
Indigo,2019-05-15,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Air Asia,2019-03-27,Delhi,Cochin,07:55:00,13:10:00,315,1.0,No Info,6151
Air Asia,2019-05-12,Kolkata,Banglore,06:50:00,10:30:00,220,1.0,No Info,5162
Jet Airways,2019-04-24,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Jet Airways,2019-06-15,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,14714
Indigo,2019-06-18,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-03-27,Delhi,Cochin,23:05:00,19:45:00,1240,1.0,In-flight meal not included,7438
Indigo,2019-06-27,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,7064
Air India,2019-03-01,Banglore,New Delhi,10:30:00,11:20:00,1490,1.0,No Info,11528
Spicejet,2019-04-06,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,7064
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,10844
Spicejet,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Air India,2019-06-03,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,8603
Air India,2019-06-06,Kolkata,Banglore,09:50:00,23:15:00,805,2.0,No Info,14960
Jet Airways,2019-06-27,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10262
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Air India,2019-06-12,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,8991
Indigo,2019-05-24,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2437
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9345
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Indigo,2019-03-21,Delhi,Cochin,15:00:00,01:35:00,635,1.0,No Info,7006
Air India,2019-05-06,Kolkata,Banglore,20:30:00,20:25:00,1435,1.0,No Info,10203
Multiple Carriers,2019-06-06,Delhi,Cochin,15:15:00,01:30:00,615,1.0,No Info,6795
Indigo,2019-03-09,Banglore,New Delhi,17:55:00,22:55:00,300,1.0,No Info,6351
Indigo,2019-06-06,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Air India,2019-03-06,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,10566
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,14714
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Indigo,2019-03-15,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,3175
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,In-flight meal not included,7757
Indigo,2019-05-27,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,21:20:00,800,1.0,In-flight meal not included,7832
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,No Info,14781
Spicejet,2019-05-09,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,4812
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,12898
Vistara,2019-05-09,Kolkata,Banglore,20:20:00,09:05:00,765,1.0,No Info,9187
Indigo,2019-04-24,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5013
Multiple Carriers,2019-05-27,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No Info,9149
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,07:40:00,1200,1.0,No Info,22270
Jet Airways,2019-05-24,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,No Info,14151
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Multiple Carriers,2019-03-06,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,15077
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Goair,2019-03-01,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No Info,18558
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,22:55:00,1560,1.0,No Info,12395
Jet Airways,2019-06-06,Delhi,Cochin,06:45:00,04:25:00,1300,2.0,No Info,13376
Air India,2019-03-03,Banglore,New Delhi,19:10:00,10:35:00,925,2.0,No Info,13355
Air India,2019-06-06,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,9194
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,09:20:00,1010,1.0,In-flight meal not included,9663
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10262
Indigo,2019-05-12,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-04-15,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Multiple Carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,12:35:00,395,1.0,No Info,12524
Air India,2019-06-24,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,11732
Multiple Carriers,2019-03-06,Delhi,Cochin,04:45:00,18:50:00,845,1.0,No Info,13875
Spicejet,2019-03-09,Mumbai,Hyderabad,08:50:00,10:15:00,85,0.0,No Info,5755
Multiple Carriers,2019-06-06,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No Info,7198
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No Info,13626
Multiple Carriers,2019-06-06,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,9646
Multiple Carriers,2019-05-06,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10529
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,14571
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,16:20:00,1405,1.0,No Info,14231
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,10262
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No Info,12681
Air India,2019-04-01,Kolkata,Banglore,16:45:00,12:00:00,1155,2.0,No Info,9920
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,12121
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,No Info,15339
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,12:25:00,400,1.0,Business class,62427
Multiple Carriers,2019-03-21,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,8098
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,16:10:00,1275,1.0,In-flight meal not included,11087
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,12373
Spicejet,2019-05-24,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Air India,2019-05-27,Delhi,Cochin,10:55:00,07:40:00,1245,2.0,No Info,13643
Indigo,2019-05-01,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,5644
Indigo,2019-03-21,Banglore,New Delhi,05:25:00,10:10:00,285,1.0,No Info,6208
Air India,2019-06-09,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No Info,6327
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,12373
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,09:30:00,995,1.0,No Info,13817
Air India,2019-05-06,Kolkata,Banglore,16:45:00,08:55:00,970,2.0,No Info,13227
Indigo,2019-03-03,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No Info,6144
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,04:25:00,660,1.0,No Info,15554
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586
Air India,2019-05-06,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,5228
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,10539
Indigo,2019-04-06,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,5073
Multiple Carriers,2019-03-06,Delhi,Cochin,02:15:00,15:30:00,795,1.0,No Info,17057
Air India,2019-03-03,Delhi,Cochin,21:30:00,19:15:00,1305,2.0,No Info,12497
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,No Info,11664
Indigo,2019-03-06,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,5618
Indigo,2019-04-06,Kolkata,Banglore,06:15:00,10:30:00,255,1.0,No Info,4226
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,22:05:00,1745,1.0,No Info,13067
Air India,2019-06-24,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6961
Indigo,2019-06-01,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Multiple Carriers,2019-05-15,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,9103
Indigo,2019-03-03,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,5232
Indigo,2019-03-03,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No Info,8855
Vistara,2019-05-21,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,15:15:00,435,1.0,In-flight meal not included,7832
Air India,2019-05-18,Kolkata,Banglore,09:25:00,17:20:00,1915,2.0,No Info,13616
Air India,2019-06-01,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No Info,7384
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,12856
Spicejet,2019-05-06,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Multiple Carriers,2019-06-15,Delhi,Cochin,07:10:00,22:30:00,920,1.0,In-flight meal not included,6093
Spicejet,2019-05-15,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No Info,3873
Indigo,2019-05-18,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,7144
Indigo,2019-04-18,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,4591
Multiple Carriers,2019-03-06,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No Info,15353
Spicejet,2019-04-15,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Spicejet,2019-05-24,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No Info,4649
Jet Airways,2019-04-06,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Goair,2019-06-27,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3898
Indigo,2019-04-06,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,12121
Spicejet,2019-05-24,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3625
Indigo,2019-05-01,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Indigo,2019-03-01,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,6565
Vistara,2019-05-09,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,4668
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,13994
Vistara,2019-06-18,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
Air India,2019-03-27,Delhi,Cochin,13:30:00,08:15:00,1125,1.0,No Info,6681
